title,speakers,description,link,video,thumbnail
Building MicroServices with Service Fabric,Matthew Snider,"MicroServices are on everyone's mind, come learn from the Service Fabric team why 25min is enough to get you excited on what we have to offer for your productivity <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:89b603ecae6c4e42b593a5d5016a9968"" />",https://s.ch9.ms/Events/Build/2016/T693,Building_MicroServices_with_Service_Fabric.mp4,https://sec.ch9.ms/sessions/build/2016/T693.jpg
Azure Functions Under the Hood,"Yochay Kiriaty, Matthew Henderson","Azure functions is a new PaaS service which allows you to write &quot;functions,&quot; short pieces of code in the language of your choosing which respond to and process events. In this session, we’ll look at some of the advanced features of Azure Functions and how they can be added to a development workflow. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:071faef9f23b48c4968ea5d5016a995f"" />",https://s.ch9.ms/Events/Build/2016/T692,Azure_Functions_Under_the_Hood.mp4,https://sec.ch9.ms/sessions/build/2016/T692.jpg
Building an Application for the Azure Marketplace,Khalid Mouss,"Azure Marketplace is the place where Azure customers and partners meet. Come learn why use the marketplace and how to deploy and manage single and multi-tier solutions. As an existing or potential partner, we will also drill down and show case how to build and publish new solutions using Azure marketplace taking advantage of Azure resource manager (ARM) and Azure extensibility models and the benefits of using the platform to go to market for your solutions. Once you build an application that delights your customers, you can monetize it through the Microsoft Azure Marketplace. In this session, you will also hear about new upcoming Test Drive solutions. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:23e0f523f547461591b7a5d5016a9959"" />",https://s.ch9.ms/Events/Build/2016/T691,Building_an_Application_for_the_Azure_Marketplace.mp4,https://sec.ch9.ms/sessions/build/2016/T691.jpg
"Deploying, Managing, and Controlling Apps with Azure Resource Manager",Ryan Jones,"In this session, we’ll talk about how ARM helps you author, deploy, monitor, and manage modern applications in the cloud. In parallel, we’ll discuss how features such as auditing, role based access control, resource policy, and KeyVault ensure that your apps meet the governance requirements of your customers. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:abe694971a7f4ca98971a5d5016a9953"" />",https://s.ch9.ms/Events/Build/2016/T690,"Deploying,_Managing,_and_Controlling_Apps_with_Azure_Resource_Manager.mp4",https://sec.ch9.ms/sessions/build/2016/T690.jpg
Leveraging the New Azure CDN APIs to Build “Wicked Fast” Applications,"Manling Zhang, Kevin Zhang","Azure CDN offers developers a new CDN object model, APIs, and multiple SDKs to help you build global applications with massive scale, high performance and security. We will quickly walk you through the Azure CDN solution space. Next, we will demonstrate how easy it is to use the APIs to provide you the performance, reliability, and security you need to build world class applications. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:00a784e400b0450d94c8a5d5016a9937"" />",https://s.ch9.ms/Events/Build/2016/T688,Leveraging_the_New_Azure_CDN_APIs_to_Build_“Wicked_Fast”_Applications.mp4,https://sec.ch9.ms/sessions/build/2016/T688.jpg
Premium Messaging & Messaging Scale,Dan Rosanova,"Includes how Halo, Xbox Live Events &amp; Office use Event Hubs for large scale telemetry <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:67b19ff1f30d4bc69cd9a5d5016a991d"" />",https://s.ch9.ms/Events/Build/2016/T686,Premium_Messaging_&_Messaging_Scale.mp4,https://sec.ch9.ms/sessions/build/2016/T686.jpg
Integrating Power BI into Your Own Applications – Featuring Real World Demos,"Sanjay Soni, Josh Caplan","Visualizing data in applications is a powerful communications tool. Learn how to do this easily with Power BI <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:f02833b6aa7d41f885ffa5d5016a9913"" />",https://s.ch9.ms/Events/Build/2016/T685,Integrating_Power_BI_into_Your_Own_Applications_–_Featuring_Real_World_Demos.mp4,https://sec.ch9.ms/sessions/build/2016/T685.jpg
"Intelligent Systems: Advanced Analytics in Action for Retail, Healthcare and Manufacturing","Seayoung Rhee, Giampaolo Battaglia","In this theatre session, we’ll be demoing key scenarios leveraging information management, big data and advanced analytics capabilities in industries such as retail, healthcare, or manufacturing. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:18051f16e7654755b69fa5d5016a9904"" />",https://s.ch9.ms/Events/Build/2016/T684,"Intelligent_Systems_Advanced_Analytics_in_Action_for_Retail,_Healthcare_and_Manufacturing.mp4",https://sec.ch9.ms/sessions/build/2016/T684.jpg
Building Analytics for the Modern Business,Matt Usher,"Modern businesses need to answer questions quickly. We’ll explore how you can deliver a powerful data warehouse solution to answer these questions. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:f2882b4935864e399aeba5d5016a98e9"" />",https://s.ch9.ms/Events/Build/2016/T682,Building_Analytics_for_the_Modern_Business.mp4,https://sec.ch9.ms/sessions/build/2016/T682.jpg
Deep Dive Into IOT Starter Kit App: Architecture and Getting Started on Building Your IOT Solution,"James Montemagno, Harikrishna Menon","In this session Hari and James will go deeper into MyDriving IOT Starter Kit featured during the ScottGu keynote. Learn how we designed the architecture around this app, the patterns we used and how code reuse saved the team, time. Get started on taking our solution and building your own Azure IOT app. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:adb9c3ab37974dd79e3ba5d5016a93c4"" />",https://s.ch9.ms/Events/Build/2016/T673-R1,Deep_Dive_Into_IOT_Starter_Kit_App_Architecture_and_Getting_Started_on_Building_Your_IOT_Solution.mp4,https://sec.ch9.ms/sessions/build/2016/T673.jpg
Tips for Using the F12 Edge Dev Tools,Andy Sterland,"This talk will cover tips &amp; demos to make you more productive diagnosing issues in Edge, specifically looking at: working with CSS (changes, editing &amp; diffing), pro tips for making JavaScript debugging a little less painful (set next statement, just my code, etc.) and using the F12 Edge Developer tools to debug &amp; profile UWPs. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:669a9f1d371f425ea71ea5d5016a93b4"" />",https://s.ch9.ms/Events/Build/2016/T672-R1,Tips_for_Using_the_F12_Edge_Dev_Tools.mp4,http://video.ch9.ms/ch9/bfb3/95278e68-4378-4272-80f6-fe787497bfb3/T672R1_220.jpg
Python: Fill in the Gaps,Steve Dower,"You probably already code in C# or JavaScript, but how do you deal with problems that don’t fit these languages? Come find out how Python can fill that gap. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:3878e91ce2004575bf1fa5d5016a93a9"" />",https://s.ch9.ms/Events/Build/2016/T670-R1,Python_Fill_in_the_Gaps.mp4,https://sec.ch9.ms/sessions/build/2016/T670.jpg
Using HockeyApp with Xamarin Apps,Joshua Weber,"Come learn how pairing HockeyApp with Xamarin can provide a consistent mobile DevOps solution across all mobile app platforms. HockeyApp provides a comprehensive beta distribution platform, rich crash analytics, pairs with Visual Studio Team Services and common build and work management tools, and provides tools to understand user feedback and behavior. This session shows how pairing these tools can create a consistent workflow to increase your team’s development velocity. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:10b5f44ecfec4009bd52a5d5016a9389"" />",https://s.ch9.ms/Events/Build/2016/T668-R1,Using_HockeyApp_with_Xamarin_Apps.mp4,http://video.ch9.ms/ch9/2bd9/28aa5cb3-4b2f-4b83-aaa1-3e9d6c6c2bd9/UsingHockeyAppwithXamarinApps_220.jpg
"Native iOS, Android, & Windows Apps from C# and XAML with Xamarin.Forms",Mike James,"Building cross-platform native UIs with one shared codebase was once just a dream. With Xamarin.Forms, this dream is now a reality. Xamarin.Forms allows you to build a native UI for three platforms with one shared C# codebase. During this session we will cover the Xamarin.Forms library to share up to 99% of your code across iOS, Android, and Windows Phone. Moreover, we will really focus on the code with several live coding adventures throughout the entire session. When you leave you will have the knowledge to create your first iOS, Android, and Windows Phone mobile apps in C# with Xamarin and Xamarin.Forms. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:af5460e2c2bd4c1499c0a5d5016a9378"" />",https://s.ch9.ms/Events/Build/2016/T667-R1,"Native_iOS,_Android,_&_Windows_Apps_from_C_and_XAML_with_Xamarin.Forms.mp4",https://sec.ch9.ms/sessions/build/2016/T667.jpg
Interactive Analytics with Application Insights,Guru Kirthigavasan,"Diagnostics or usage analysis of any application is never straight forward. The current tools available for developers and dev teams are very limiting. With Application Insights Analytics, we allow developers to query their application data in an adhoc and interactive fashion. Our goal is to help developers answer hardest questions about their applications instantly. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:eb2e07eb29b045269673a5d5016a9372"" />",https://s.ch9.ms/Events/Build/2016/T666,Interactive_Analytics_with_Application_Insights.mp4,https://sec.ch9.ms/sessions/build/2016/T666.jpg
Getting Started with F# on .NET Core,David Stephens,"There’s more to .NET Core than just C#. F# is a functional-first .NET language that can help you write better software with less code. In this session, you'll learn how to get started with F# on .NET Core. We’ll see how the .NET CLI makes it easy to create and run an F# project, then check out how to use visual studio Code to edit F#, even on OS X and Linux. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:ae414a43be8c40f8a2d7a5d5016a9351"" />",https://s.ch9.ms/Events/Build/2016/T661,Getting_Started_with_F_on_.NET_Core.mp4,https://sec.ch9.ms/sessions/build/2016/T661.jpg
Make NuGet Your Company’s Component Repository,​Richard Lander,"NuGet is a free and open-source package manager from Microsoft. Many people think of NuGet as only a public repository of packages, but that’s not true. You can use NuGet as your company’s private repository as well. In this session we’ll take a look at how you can set up your own private NuGet server within your own company to manage your own components. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:2186efb6acf644df9bfea5d5016a9334"" />",https://s.ch9.ms/Events/Build/2016/T659-R1,Make_NuGet_Your_Company’s_Component_Repository.mp4,https://sec.ch9.ms/sessions/build/2016/T659.jpg
Tools for XAML Apps in Visual Studio vNext,Unni Ravindranathan,"Visual Studio vNext has some great XAML tooling and we'll dive deeper to show you what's new! <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:c4ca2ba92b90422a8a6aa5d5016a9320"" />",https://s.ch9.ms/Events/Build/2016/T658-R1,Tools_for_XAML_Apps_in_Visual_Studio_vNext.mp4,https://sec.ch9.ms/sessions/build/2016/T658.jpg
Instantly Releasing Updates to Your React Native Apps,Jonathan Carter,"React Native is a compelling platform for building cross-platform mobile apps, and like other JavaScript-based solutions, can take advantage of the ability to perform “hot code pushes” of your code and assets, without needing to submit them to the stores. In this session, we’ll discuss how the CodePush service makes performing over-air-updates easy, and how to integrate it into an existing React Native app <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:a910e0567004402ba9e0a5d5016a92a8"" />",https://s.ch9.ms/Events/Build/2016/T657,Instantly_Releasing_Updates_to_Your_React_Native_Apps.mp4,https://sec.ch9.ms/sessions/build/2016/T657.jpg
Using the Microsoft Band with Windows 10 Background Events,"Ali Alvi, Tony Andrews","In this session, we'll highlight recent updates to the latest Microsoft Band SDK, and how to use them to use the UWP background execution model to create interactive experiences on the Microsoft Band. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:86ab68717b264c929b11a5d5016a927a"" />",https://s.ch9.ms/Events/Build/2016/T654-R1,Using_the_Microsoft_Band_with_Windows_10_Background_Events.mp4,https://sec.ch9.ms/sessions/build/2016/T654.jpg
How to Train Your Robot with Sensors and Bluetooth,"Kiran Pathakota, Rinku Sreedhar","Watch how a Universal Windows Platform app can use a combination of Bluetooth and sensor APIs to teach a robot how to respond to contextual changes in the world around it. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:d4b0d22fc9564bbfb878a5d5016a9268"" />",https://s.ch9.ms/Events/Build/2016/T653-R1,How_to_Train_Your_Robot_with_Sensors_and_Bluetooth.mp4,https://sec.ch9.ms/sessions/build/2016/T653.jpg
Building Accessible UWP Apps,"Mariah Dunn, Sean Hayes","See how to identify and overcome more advanced challenges when making data-bound apps more accessible. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:9abf6e843c034b3faf4ea5d5016a925b"" />",https://s.ch9.ms/Events/Build/2016/T652-R1,Building_Accessible_UWP_Apps.mp4,https://sec.ch9.ms/sessions/build/2016/T652.jpg
Adapt Your App for Xbox One and TV,"Rob Cameron, Lynnette Reed","We'll look at practical design considerations and best practices that developers should take into account when optimizing their app experience for the Xbox One platform. We'll demonstrate real-world design-driven code and real app examples that turn your app into a premium Xbox One experience. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:a428638b154a40eeabbca5d5016a922c"" />",https://s.ch9.ms/Events/Build/2016/T651-R1,Adapt_Your_App_for_Xbox_One_and_TV.mp4,https://sec.ch9.ms/sessions/build/2016/T651.jpg
Windows Store for Business and TeamViewer,"Jan Kalis, Alfredo Patron","The Windows Store is more than just a consumer app store. Join the Store team and TeamViewer as we discuss how the Windows Store for Business can help you reach new users in the SMB and prosumer space. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:7db70fd049e4486b972da5d5016a8c23"" />",https://s.ch9.ms/Events/Build/2016/T647-R1,Windows_Store_for_Business_and_TeamViewer.mp4,http://video.ch9.ms/ch9/a134/dae3d78e-f4d0-48fd-87ba-b8cbdd67a134/T647-R1_220.jpg
Surface Hub: Designing and Building UWP Apps for the Large Screen,"Michael Hilsdale, Paul Barr","Designing for the Surface Hub means more than just a large canvas. We'll talk about the challenges and benefits of building a productive Surface Hub experience. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:8c18db21db48420db2a4a5d5016a8bd4"" />",https://s.ch9.ms/Events/Build/2016/T646-R1,Surface_Hub_Designing_and_Building_UWP_Apps_for_the_Large_Screen.mp4,https://sec.ch9.ms/sessions/build/2016/T646.jpg
Five Things You Didn’t Know You Could Build with Microsoft Edge,"Charles Morris, Sean Lyndersay","Kick back and watch as we show off cool website code that you may not have thought was possible -- from an immersive game using WebGL to using biometric authentication on your website using Windows Hello. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:8b86062324014c45a9b8a5d5016a8bbc"" />",https://s.ch9.ms/Events/Build/2016/T645-R1,Five_Things_You_Didn’t_Know_You_Could_Build_with_Microsoft_Edge.mp4,https://sec.ch9.ms/sessions/build/2016/T645.jpg
The Magic Mirror: Powered by a Hosted Web App and Windows 10 on Raspberry Pi,Kiril Seksenov,"Check out a web-based app using a Raspberry Pi and camera to create a mirror that readies the owner to take on their day. In this session, we'll talk about how hosted web apps provide a new way of delivering rich local experiences with dynamic, server-side content. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:e1ae2aa618e74646b25fa5d5016a8b92"" />",https://s.ch9.ms/Events/Build/2016/T644-R1,The_Magic_Mirror_Powered_by_a_Hosted_Web_App_and_Windows_10_on_Raspberry_Pi.mp4,http://video.ch9.ms/ch9/cea0/5ca36bd1-4c57-4256-80ae-5b91f162cea0/T644-R1_220.jpg
Getting to Know Office UI Fabric,Eric Thompson,"You may have known that Office UI Fabric is the official skin for Office Add-ins, but did you know that it’s also used by a myriad of teams within Office and Office 365? How about that there are multiple versions in the works for native platforms like iOS? Come learn more about Fabric including its origins, the philosophy behind the toolkit, and what’s on the roadmap for the official in-code representation of the Office Design Language. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:cfb28a1065b248caa67ca5d5016a8b36"" />",https://s.ch9.ms/Events/Build/2016/T641,Getting_to_Know_Office_UI_Fabric.mp4,https://sec.ch9.ms/sessions/build/2016/T641.jpg
Title and Icon Generator Demo,Mike Jacobs,"A demo of the UWP tile and icon generator. Learn how to use Photoshop to generate the 68 recommended image assets for displaying different screen sizes. Ensure your app’s icons look great, and update them easily. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:c3f8d815fd8c41ae92c0a5d5016a8b2a"" />",https://s.ch9.ms/Events/Build/2016/T632,Title_and_Icon_Generator_Demo.mp4,https://sec.ch9.ms/sessions/build/2016/T632.jpg
Windows Weekly,"paul thurrott, Mary Jo Foley, Michelle Arney","<img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:9342dfbe1fd94f27af94a5d5016a8b24"" />",https://s.ch9.ms/Events/Build/2016/T631,Windows_Weekly.mp4,http://video.ch9.ms/ch9/1e82/b1e8e16a-ad2c-41e6-bc8b-2f75922d1e82/T631_220.jpg
Building Cross-Platform Experiences for Microsoft Band,"Ali Alvi, Tony Andrews","Wearables are becoming more and more prevalent in our worlds, bringing technology to our fingertips through constant connectivity and presence awareness. Wrist-worn wearables are at the leading edge of this space and Microsoft Band is an example of how advanced technology is now found in small, wearable form factors. In this session, you will find out how you can use the tools provided by Microsoft Band, in conjunction with other technologies available, to enable rich and contextually aware scenarios for users. We will showcase how you can use background execution on the phone to simulate local experiences on Microsoft Band. We will do case studies of building x-platform applications using Xamarin to control devices from your Band. Additionally, we will highlight how you can extend any mobile application experience to Microsoft Band with a case study that shows how we are bringing the power of IFTTT to Microsoft Band. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:6f1177c8c6d843f0a56da5d5016a8b1c"" />",https://s.ch9.ms/Events/Build/2016/T630,Building_Cross-Platform_Experiences_for_Microsoft_Band.mp4,http://video.ch9.ms/ch9/bcc4/5a33b1d2-0ceb-4fb9-85c7-ace773ddbcc4/T630_220.jpg
Skype for Business Developer Platform Update,"Richard Taylor, David Newman","Learn how to extend the capabilities of your applications with Skype for Business, including new capabilities for Skype for Business Online. We’ll explore the new online APIs, the web SDK, and give you a sneak peek into the upcoming app SDK. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:5a4bce46df884a3195cca5d5016a8b16"" />",https://s.ch9.ms/Events/Build/2016/T629,Skype_for_Business_Developer_Platform_Update.mp4,http://video.ch9.ms/ch9/aba9/720307e2-5740-4cee-a38e-a229b207aba9/T629_220.jpg
"Maximize Usage, Retention and Monetization for Mobile Applications Using Azure Mobile Engagement",Piyush Joshi,"A quick overview of Azure Mobile Engagement - a newer SaaS service on Azure platform which enables app publishers and app owners to easily track usage behavior, create rich and dynamic segments and send targeted system and in-app push notifications, polls etc. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:6379b92c50c94cf8bdf4a5d5016a8b08"" />",https://s.ch9.ms/Events/Build/2016/T628,"Maximize_Usage,_Retention_and_Monetization_for_Mobile_Applications_Using_Azure_Mobile_Engagement.mp4",http://video.ch9.ms/ch9/55fa/08caa89c-2a6e-4957-9392-d71d2bdb55fa/T628_220.jpg
Creating Cross-Platform Apps with Angular 2,Brad Green,"In the early goals of Angular 2, we focused on creating a full platform that encompasses even more of the needs of our developer community. Mobile is all the rage these of late, but the majority of successful product teams have investment across web, mobile web, installed mobile apps and even installed desktop applications. From individual developers all the way to CIOs, folks would like to reuse both their development expertise and their code across these platforms to deliver quickly and at minimal cost. Please join us for a chat on how we're addressing this full space of development needs in Angular 2. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:33ed90a702dd4fce960ba5d5016a8afb"" />",https://s.ch9.ms/Events/Build/2016/T627,Creating_Cross-Platform_Apps_with_Angular_2.mp4,https://sec.ch9.ms/sessions/build/2016/T627.jpg
"MeetingSquared, An Example of a SharePoint and Outlook Add-in Working Together","Sonya Koptyev, Alister Esam, Tim Haines","MeetingSquared is a product that uses an Outlook and SharePoint add-ins to provide agenda lead meetings. The SharePoint add-in is used to manage agendas, votes, actions and documents for any type of meeting. From within Outlook, MeetingSquared allows you to take emails and attachments and add them to your agendas set up in SharePoint as well as allowing you to view meeting agendas from within Outlook. There is than an Azure web application to provide a drag and drop UI for the user. Data is also served up in a Windows app and can be exported to OneNote. The presentation will run through how the product integrates with all the Microsoft components but in particular the connection between Outlook and SharePoint. It will highlight how we have built both systems using Azure and connected the two add-ins together to give more functionality. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:1158a8a7cb7a477bbdbea5d5016a8adf"" />",https://s.ch9.ms/Events/Build/2016/T625,"MeetingSquared,_An_Example_of_a_SharePoint_and_Outlook_Add-in_Working_Together.mp4",https://sec.ch9.ms/sessions/build/2016/T625.jpg
U.S. Imagine Cup Award Presentation,John Shewchuk,"Join us at Build 2016 as the top U.S. Imagine Cup awards are announced. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:5ec5b4093087440aadc8a5d5016a8ac2"" />",https://s.ch9.ms/Events/Build/2016/T623,U.S._Imagine_Cup_Award_Presentation.mp4,https://sec.ch9.ms/sessions/build/2016/T623.jpg
Gaming at Cloud Scale,"Ben Adams, James Niesewand","Building a shardless, real-time twitch MMO in the cloud requires new ways of thinking. In this session Illyriad Games will share practical insights from the development of Age of Ascent that can be applied to any hyper scale system. <img src=""http://m.webtrends.com/dcs1wotjh10000w0irc493s0e_6x1g/njs.gif?dcssip=channel9.msdn.com&amp;dcsuri=https://s.ch9.ms/Events/Build/2016/RSS&amp;WT.dl=0&amp;WT.entryid=Session:RSSView:46d08364fe2d4fbf8288a5d5016a8aa6"" />",https://s.ch9.ms/Events/Build/2016/T622,Gaming_at_Cloud_Scale.mp4,https://sec.ch9.ms/sessions/build/2016/T622.jpg
